Index,Source,P/C
2954,"Courtesy of Skidmore, Owings & Merrill LLP (SOM)",                              
2955,Kansas Lottery,                              
2956,Sprint Corp.,                              
2957,Courtesy of Kenny Pedigo,                              
2958,Head & Shoulders,                              
2959,Larkburger,                              
2960,Rendering courtesy of HOK,                              
2961,Alex Schiffer,                              
2962,Federal Reserve,                              
2963,KPERS,                              
2964,Rays Awareness,                              
2965,(Photo: Provided by Andrew Gustavson),                              
2966,(Photo: Zachary Memmott),                              
2967,(Photo: NY DEC),                              
2968,(Photo: New York DEC),                              
2969,Erin Haude,                              
2970,(Photo: David Andreatta),                              
2971,(Photo: Comfort v. Ricola),                              
2972,(Photo: Caurie Putnam),                              
2973,"(Photo: Provided, Passero Associates)",                              
2974,(Photo: Steve Vogt),                              
2975,(Photo: Mary Chao),                              
2976,(Photo: Photo by Carlos Ortiz; illustration by Dana Stewart),                              
2977,(Photo: Photo by Lynsie Wiegand),                              
2978,(Photo: Brandon Vick),                              
2979,(Photo: Gary Craig),                              
2980,(Photo: Sean Lahman),                              
2981,(Photo: Provided by Kodak Alaris),                              
2982,(Photo: WGRZ),                              
2983,(Photo: New York Governor's Office),                              
2984,(Photo: immagine Photography/.provided photo),                              
2985,JAMIE GERMANO/DEMOCRAT AND CHRON,                              
2986,(Photo: Provided by First We Feast),                              
2987,(Photo: Provided by Karma Sauce),                              
2988,(Photo: Christopher Cecere),                              
2989,Christopher Cecere,                              
2990,(Photo: Courtesy of the Drug Enforcement Administration),                              
2991,(Photo: Sealionabc/Wikipedia Commons),                              
2992,(Photo: Heather Charles),                              
2993,(Photo: National Transportation Safety Board),                              
2994,(Photo: AMANDA ANTINORE),                              
2995,(Photo: KATE MELTON),                              
2996,"(Photo: Max Schulte, Yes-GRN)",                              
2997,(Photo: JEN RYNDA),                              
2998,(Photo: Megan Colombo),                              
2999,(Photo: Paul Kolnik),                              
3000,(Photo: Adam Wilcox),                              
3001,(Photo: Provided by Kettle Ridge Farm),                              
3002,(Photo: Matt Wittmeyer),                              
3003,(Photo: Stephen Silkey),                              
